timestamp(ms),C1 (pF),C2 (pF),C1-C2 (pF),Distance d ,ration des c ,ration des  eps,écart ,Distance d2 ,
"1781523053.642",,,,,,,,"6.619759",
"1781523053.676","1.059","0.152","0.907",,,,,,
"1781523053.681",,,,"6.626835823059082",,,,,
"1781523053.686",,,,,"6.967105","4.894511","-0.626836",,
"1781523053.688",,,,,,,,"6.561991",
"1781523053.722","1.057","0.152","0.905",,,,,,
"1781523053.728",,,,"6.645143032073975",,,,,
"1781523053.734",,,,,"6.953948","4.894511",,,
"1781523053.735",,,,,,,"-0.645143",,
"1781523053.736",,,,,,,,"6.576492",
"1781523053.769","1.059",,,,,,,,
"1781523053.77",,"0.153","0.906",,,,,,
"1781523053.775",,,,"6.69112491607666",,,,,
"1781523053.781",,,,,"6.921569","4.894511","-0.691125",,
"1781523053.783",,,,,,,,"6.612452",
"1781523053.817","1.059","0.153","0.906",,,,,,
"1781523053.822",,,,"6.69112491607666",,,,,
"1781523053.828",,,,,"6.921569","4.894511",,,
"1781523053.83",,,,,,,"-0.691125","6.612452",
"1781523053.864","1.058","0.153","0.905",,,,,,
"1781523053.869",,,,"6.7005743980407715",,,,,
"1781523053.875",,,,,"6.915032","4.894511",,,
"1781523053.877",,,,,,,"-0.700574","6.619759",
"1781523053.911","1.058","0.152","0.906",,,,,,
"1781523053.916",,,,"6.6359639167785645",,,,,
"1781523053.922",,,,,"6.960526","4.894511","-0.635964",,
"1781523053.924",,,,,,,,"6.569233",
"1781523053.957","1.058",,,,,,,,
"1781523053.958",,"0.153","0.905",,,,,,
"1781523053.963",,,,"6.7005743980407715",,,,,
"1781523053.969",,,,,"6.915032","4.894511",,,
"1781523053.971",,,,,,,"-0.700574","6.619759",
"1781523054.005","1.059","0.153","0.906",,,,,,
"1781523054.01",,,,"6.69112491607666",,,,,
"1781523054.016",,,,,"6.921569","4.894511","-0.691125",,
"1781523054.018",,,,,,,,"6.612452",
"1781523054.052","1.059","0.152","0.907",,,,,,
"1781523054.057",,,,"6.626835823059082",,,,,
"1781523054.063",,,,,"6.967105","4.894511","-0.626836",,
"1781523054.065",,,,,,,,"6.561991",
"1781523054.099","1.059","0.153","0.906",,,,,,
"1781523054.104",,,,"6.69112491607666",,,,,
"1781523054.11",,,,,"6.921569","4.894511",,,
"1781523054.112",,,,,,,"-0.691125","6.612452",
"1781523054.145","1.058",,,,,,,,
"1781523054.146",,"0.153","0.905",,,,,,
"1781523054.151",,,,"6.7005743980407715",,,,,
"1781523054.156",,,,,"6.915032",,,,
"1781523054.157",,,,,,"4.894511",,,
"1781523054.159",,,,,,,"-0.700574","6.619759",
"1781523054.192","1.059",,,,,,,,
"1781523054.193",,"0.153","0.906",,,,,,
"1781523054.198",,,,"6.69112491607666",,,,,
"1781523054.203",,,,,"6.921569",,,,
"1781523054.204",,,,,,"4.894511","-0.691125",,
"1781523054.206",,,,,,,,"6.612452",
"1781523054.24","1.058","0.152","0.906",,,,,,
"1781523054.245",,,,"6.6359639167785645",,,,,
"1781523054.251",,,,,"6.960526","4.894511","-0.635964",,
"1781523054.253",,,,,,,,"6.569233",
"1781523054.286","1.058","0.153","0.905",,,,,,
"1781523054.292",,,,"6.7005743980407715",,,,,
"1781523054.297",,,,,"6.915032","4.894511","-0.700574",,
"1781523054.3",,,,,,,,"6.619759",
"1781523054.334","1.058","0.153","0.905",,,,,,
"1781523054.339",,,,"6.7005743980407715",,,,,
"1781523054.344",,,,,"6.915032","4.894511","-0.700574",,
"1781523054.346",,,,,,,,"6.619759",
"1781523054.38","1.058",,,,,,,,
"1781523054.381",,"0.152","0.906",,,,,,
"1781523054.386",,,,"6.6359639167785645",,,,,
"1781523054.392",,,,,"6.960526","4.894511","-0.635964",,
"1781523054.394",,,,,,,,"6.569233",
"1781523054.427","1.058","0.153","0.905",,,,,,
"1781523054.433",,,,"6.7005743980407715",,,,,
"1781523054.438",,,,,"6.915032","4.894511","-0.700574",,
"1781523054.44",,,,,,,,"6.619759",
"1781523054.474","1.058","0.152","0.906",,,,,,
"1781523054.48",,,,"6.6359639167785645",,,,,
"1781523054.486",,,,,"6.960526","4.894511","-0.635964",,
"1781523054.488",,,,,,,,"6.569233",
"1781523054.522","1.058","0.152","0.906",,,,,,
"1781523054.53",,,,"6.6359639167785645",,,,,
"1781523054.532",,,,,"6.960526","4.894511","-0.635964",,
"1781523054.535",,,,,,,,"6.569233",
"1781523054.569","1.058","0.153","0.905",,,,,,
"1781523054.574",,,,"6.7005743980407715",,,,,
"1781523054.58",,,,,"6.915032","4.894511",,,
"1781523054.582",,,,,,,"-0.700574","6.619759",
"1781523054.616","1.059","0.153","0.906",,,,,,
"1781523054.621",,,,"6.69112491607666",,,,,
"1781523054.626",,,,,"6.921569",,,,
"1781523054.627",,,,,,"4.894511","-0.691125",,
"1781523054.629",,,,,,,,"6.612452",
"1781523054.663","1.058","0.153","0.905",,,,,,
"1781523054.668",,,,"6.7005743980407715",,,,,
"1781523054.673",,,,,"6.915032","4.894511","-0.700574",,
"1781523054.675",,,,,,,,"6.619759",
"1781523054.71","1.059","0.154","0.905",,,,,,
"1781523054.715",,,,"6.757269382476807",,,,,
"1781523054.721",,,,,"6.876624","4.894511","-0.757269",,
"1781523054.723",,,,,,,,"6.663025",
"1781523054.757","1.059","0.152","0.907",,,,,,
"1781523054.762",,,,"6.626835823059082",,,,,
"1781523054.768",,,,,"6.967105","4.894511","-0.626836",,
"1781523054.77",,,,,,,,"6.561991",
"1781523054.804","1.057","0.153","0.904",,,,,,
"1781523054.809",,,,"6.710079193115234",,,,,
"1781523054.815",,,,,"6.908497","4.894511","-0.710079",,
"1781523054.817",,,,,,,,"6.627081",
"1781523054.851","1.057","0.153","0.904",,,,,,
"1781523054.856",,,,"6.710079193115234",,,,,
"1781523054.862",,,,,"6.908497","4.894511",,,
"1781523054.864",,,,,,,"-0.710079","6.627081",
"1781523054.897","1.058","0.154",,,,,,,
"1781523054.898",,,"0.904",,,,,,
"1781523054.903",,,,"6.767059326171875",,,,,
"1781523054.909",,,,,"6.87013","4.894511",,,
"1781523054.911",,,,,,,"-0.767059","6.670396",
"1781523054.945","1.057","0.154","0.903",,,,,,
"1781523054.95",,,,"6.776912212371826",,,,,
"1781523054.956",,,,,"6.863636","4.894511",,,
"1781523054.958",,,,,,,"-0.776912","6.677783",
"1781523054.991","1.059","0.153","0.906",,,,,,
"1781523054.997",,,,"6.69112491607666",,,,,
"1781523055.002",,,,,"6.921569",,,,
"1781523055.003",,,,,,"4.894511",,,
"1781523055.005",,,,,,,"-0.691125","6.612452",
"1781523055.039","1.059","0.154","0.905",,,,,,
"1781523055.044",,,,"6.757269382476807",,,,,
"1781523055.05",,,,,"6.876624","4.894511","-0.757269",,
"1781523055.052",,,,,,,,"6.663025",
"1781523055.086","1.058","0.152","0.906",,,,,,
"1781523055.091",,,,"6.6359639167785645",,,,,
"1781523055.097",,,,,"6.960526","4.894511","-0.635964",,
"1781523055.099",,,,,,,,"6.569233",
"1781523055.132","1.057",,,,,,,,
"1781523055.133",,"0.153","0.904",,,,,,
"1781523055.138",,,,"6.710079193115234",,,,,
"1781523055.144",,,,,"6.908497","4.894511",,,
"1781523055.146",,,,,,,"-0.710079","6.627081",
"1781523055.18","1.059","0.152","0.907",,,,,,
"1781523055.185",,,,"6.626835823059082",,,,,
"1781523055.19",,,,,"6.967105","4.894511",,,
"1781523055.191",,,,,,,"-0.626836",,
"1781523055.192",,,,,,,,"6.561991",
"1781523055.226","1.058","0.152",,,,,,,
"1781523055.227",,,"0.906",,,,,,
"1781523055.232",,,,"6.6359639167785645",,,,,
"1781523055.238",,,,,"6.960526","4.894511",,,
"1781523055.239",,,,,,,"-0.635964",,
"1781523055.24",,,,,,,,"6.569233",
"1781523055.273","1.058",,,,,,,,
"1781523055.274",,"0.153","0.905",,,,,,
"1781523055.279",,,,"6.7005743980407715",,,,,
"1781523055.285",,,,,"6.915032","4.894511",,,
"1781523055.287",,,,,,,"-0.700574","6.619759",
"1781523055.321","1.058","0.152","0.906",,,,,,
"1781523055.326",,,,"6.6359639167785645",,,,,
"1781523055.332",,,,,"6.960526","4.894511","-0.635964",,
"1781523055.334",,,,,,,,"6.569233",
"1781523055.368","1.058","0.152","0.906",,,,,,
"1781523055.373",,,,"6.6359639167785645",,,,,
"1781523055.379",,,,,"6.960526","4.894511",,,
"1781523055.381",,,,,,,"-0.635964","6.569233",
"1781523055.415","1.058","0.152","0.906",,,,,,
"1781523055.42",,,,"6.6359639167785645",,,,,
"1781523055.426",,,,,"6.960526","4.894511","-0.635964",,
"1781523055.428",,,,,,,,"6.569233",
"1781523055.461","1.058",,,,,,,,
"1781523055.462",,"0.152","0.906",,,,,,
"1781523055.467",,,,"6.6359639167785645",,,,,
"1781523055.473",,,,,"6.960526","4.894511",,,
"1781523055.475",,,,,,,"-0.635964","6.569233",
"1781523055.509","1.058","0.153","0.905",,,,,,
"1781523055.514",,,,"6.7005743980407715",,,,,
"1781523055.52",,,,,"6.915032","4.894511","-0.700574",,
"1781523055.522",,,,,,,,"6.619759",
"1781523055.556","1.059","0.152","0.907",,,,,,
"1781523055.561",,,,"6.626835823059082",,,,,
"1781523055.567",,,,,"6.967105","4.894511",,,
"1781523055.569",,,,,,,"-0.626836","6.561991",
"1781523055.603","1.058","0.152","0.906",,,,,,
"1781523055.608",,,,"6.6359639167785645",,,,,
"1781523055.614",,,,,"6.960526","4.894511","-0.635964",,
"1781523055.616",,,,,,,,"6.569233",
"1781523055.65","1.059","0.152","0.907",,,,,,
"1781523055.655",,,,"6.626835823059082",,,,,
"1781523055.661",,,,,"6.967105","4.894511","-0.626836",,
"1781523055.663",,,,,,,,"6.561991",
"1781523055.697","1.058","0.152","0.906",,,,,,
"1781523055.702",,,,"6.6359639167785645",,,,,
"1781523055.707",,,,,"6.960526",,,,
"1781523055.708",,,,,,"4.894511",,,
"1781523055.71",,,,,,,"-0.635964","6.569233",
"1781523055.744","1.057","0.153","0.904",,,,,,
"1781523055.749",,,,"6.710079193115234",,,,,
"1781523055.755",,,,,"6.908497","4.894511","-0.710079",,
"1781523055.757",,,,,,,,"6.627081",
"1781523055.79","1.058","0.153","0.905",,,,,,
"1781523055.796",,,,"6.7005743980407715",,,,,
"1781523055.802",,,,,"6.915032","4.894511","-0.700574",,
"1781523055.804",,,,,,,,"6.619759",
"1781523055.837","1.058",,,,,,,,
"1781523055.838",,"0.153","0.905",,,,,,
"1781523055.843",,,,"6.7005743980407715",,,,,
"1781523055.848",,,,,"6.915032","4.894511",,,
"1781523055.85",,,,,,,"-0.700574","6.619759",
"1781523055.885","1.058","0.152","0.906",,,,,,
"1781523055.89",,,,"6.6359639167785645",,,,,
"1781523055.896",,,,,"6.960526","4.894511",,,
"1781523055.898",,,,,,,"-0.635964","6.569233",
"1781523055.931","1.058","0.152",,,,,,,
"1781523055.932",,,"0.906",,,,,,
"1781523055.937",,,,"6.6359639167785645",,,,,
"1781523055.943",,,,,"6.960526","4.894511","-0.635964",,
"1781523055.945",,,,,,,,"6.569233",
"1781523055.978","1.058","0.151","0.907",,,,,,
"1781523055.984",,,,"6.573112487792969",,,,,
"1781523055.989",,,,,"7.006623","4.894511","-0.573112",,
"1781523055.991",,,,,,,,"6.51882",
"1781523056.026","1.058","0.153","0.905",,,,,,
"1781523056.031",,,,"6.7005743980407715",,,,,
"1781523056.037",,,,,"6.915032","4.894511","-0.700574",,
"1781523056.039",,,,,,,,"6.619759",
"1781523056.072","1.059",,,,,,,,
"1781523056.073",,"0.153","0.906",,,,,,
"1781523056.078",,,,"6.69112491607666",,,,,
"1781523056.084",,,,,"6.921569","4.894511","-0.691125",,
"1781523056.086",,,,,,,,"6.612452",
"1781523056.119","1.059","0.152","0.907",,,,,,
"1781523056.125",,,,"6.626835823059082",,,,,
"1781523056.13",,,,,"6.967105","4.894511",,,
"1781523056.132",,,,,,,"-0.626836","6.561991",
"1781523056.167","1.06","0.153","0.907",,,,,,
"1781523056.172",,,,"6.681731224060059",,,,,
"1781523056.178",,,,,"6.928104","4.894511","-0.681731",,
"1781523056.18",,,,,,,,"6.605162",
"1781523056.214","1.058","0.153","0.905",,,,,,
"1781523056.219",,,,"6.7005743980407715",,,,,
"1781523056.225",,,,,"6.915032","4.894511",,,
"1781523056.227",,,,,,,"-0.700574","6.619759",
"1781523056.26","1.059",,,,,,,,
"1781523056.261",,"0.152","0.907",,,,,,
"1781523056.266",,,,"6.626835823059082",,,,,
"1781523056.271",,,,,"6.967105",,,,
"1781523056.272",,,,,,"4.894511",,,
"1781523056.274",,,,,,,"-0.626836","6.561991",
"1781523056.307","1.058","0.152",,,,,,,
"1781523056.308",,,"0.906",,,,,,
"1781523056.313",,,,"6.6359639167785645",,,,,
"1781523056.318",,,,,"6.960526","4.894511","-0.635964",,
"1781523056.32",,,,,,,,"6.569233",
"1781523056.355","1.058","0.153","0.905",,,,,,
"1781523056.36",,,,"6.7005743980407715",,,,,
"1781523056.366",,,,,"6.915032","4.894511",,,
"1781523056.368",,,,,,,"-0.700574","6.619759",
"1781523056.401","1.058",,,,,,,,
"1781523056.402",,"0.152","0.906",,,,,,
"1781523056.407",,,,"6.6359639167785645",,,,,
"1781523056.413",,,,,"6.960526","4.894511",,,
"1781523056.415",,,,,,,"-0.635964","6.569233",
"1781523056.449","1.058","0.153","0.905",,,,,,
"1781523056.454",,,,"6.7005743980407715",,,,,
"1781523056.459",,,,,"6.915032",,,,
"1781523056.46",,,,,,"4.894511","-0.700574",,
"1781523056.462",,,,,,,,"6.619759",
"1781523056.496","1.058","0.151","0.907",,,,,,
"1781523056.501",,,,"6.573112487792969",,,,,
"1781523056.506",,,,,"7.006623","4.894511","-0.573112",,
"1781523056.508",,,,,,,,"6.51882",
"1781523056.543","1.059","0.152","0.907",,,,,,
"1781523056.548",,,,"6.626835823059082",,,,,
"1781523056.554",,,,,"6.967105","4.894511","-0.626836",,
"1781523056.556",,,,,,,,"6.561991",
